year,date,type,agencies_slug_uq,agencies_id_uq,agencies_acronym_uq,agency_names,agency_slugs,document_number,title,editorial_note,filing_type,json_url,indicator
2017,2017-01-30,Notice,federal-reserve-system,188,FRS,Federal Reserve System,federal-reserve-system,2017-01985,"Formations of, Acquisitions by, and Mergers of Bank Holding Companies",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01985,0
2017,2017-01-30,Notice,health-and-human-services-department,221,HHS,National Institutes of Health,national-institutes-of-health,2017-01982,Meetings: Center for Scientific Review,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01982,0
2017,2017-01-30,Notice,health-and-human-services-department,221,HHS,National Institutes of Health,national-institutes-of-health,2017-01983,Meetings: Center for Scientific Review,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01983,0
2017,2017-01-30,Notice,health-and-human-services-department,221,HHS,National Institutes of Health,national-institutes-of-health,2017-01986,Meetings: Center for Scientific Review,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01986,0
2017,2017-01-30,Notice,health-and-human-services-department,221,HHS,National Institutes of Health,national-institutes-of-health,2017-01987,Meetings: National Institute on Aging,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01987,0
2017,2017-01-30,Notice,health-and-human-services-department,221,HHS,National Institutes of Health,national-institutes-of-health,2017-01988,Meetings: National Institute of Allergy and Infectious Diseases,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01988,0
2017,2017-01-30,Notice,health-and-human-services-department,221,HHS,National Institutes of Health,national-institutes-of-health,2017-01989,Meetings: National Institute of Diabetes and Digestive and Kidney Diseases,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01989,0
2017,2017-01-30,Notice,health-and-human-services-department,221,HHS,National Institutes of Health,national-institutes-of-health,2017-01990,Meetings: National Institute of Mental Health,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01990,0
2017,2017-01-30,Notice,health-and-human-services-department,221,HHS,Community Living Administration,community-living-administration,2017-02210,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Funding Opportunity Announcement and Grant Application Instructions Template for ACL Discretionary Grant Programs",,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02210,0
2017,2017-01-30,Notice,homeland-security-department,227,DHS,Federal Emergency Management Agency,federal-emergency-management-agency,2017-01994,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Individual Assistance Customer Satisfaction Surveys",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01994,0
2017,2017-01-30,Notice,housing-and-urban-development-department,228,HUD,Housing and Urban Development Department,housing-and-urban-development-department,2017-02048,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Multifamily Accelerated Processing Guide",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02048,0
2017,2017-01-30,Notice,housing-and-urban-development-department,228,HUD,Housing and Urban Development Department,housing-and-urban-development-department,2017-02049,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Contractor's Requisition-Project Mortgages",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02049,0
2017,2017-01-30,Notice,housing-and-urban-development-department,228,HUD,Housing and Urban Development Department,housing-and-urban-development-department,2017-02050,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Utility Allowance Adjustments for Rental Assistance",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02050,0
2017,2017-01-30,Notice,housing-and-urban-development-department,228,HUD,Housing and Urban Development Department,housing-and-urban-development-department,2017-02051,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Management Certifications and Management Entity Profile",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02051,0
2017,2017-01-30,Notice,housing-and-urban-development-department,228,HUD,Housing and Urban Development Department,housing-and-urban-development-department,2017-02052,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: FHA-Insured Mortgage Loan Servicing for Performing Loans including: Collection and Payment of Mortgage Insurance Premiums, Escrow Administration, etc.",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02052,0
2017,2017-01-30,Notice,interior-department,253,DOI,Reclamation Bureau,reclamation-bureau,2017-02033,Meetings: Glen Canyon Dam Adaptive Management Work Group,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02033,0
2017,2017-01-30,Notice,interior-department,253,DOI,Fish and Wildlife Service,fish-and-wildlife-service,2017-02110,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Federal Fish and Wildlife Permit Applications and Reports: Native Endangered and Threatened Species",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02110,0
2017,2017-01-30,Notice,interior-department,253,DOI,Fish and Wildlife Service,fish-and-wildlife-service,2017-02123,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Approval Procedures for Nontoxic Shot and Shot Coatings",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02123,0
2017,2017-01-30,Notice,international-trade-commission,262,ITC,International Trade Commission,international-trade-commission,2017-02002,"Investigations; Determinations, Modifications, and Rulings, etc.: Certain Light-Emitting Diode Products and Components Thereof",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02002,0
2017,2017-01-30,Notice,judicial-conference-of-the-united-states,266,USJC,Judicial Conference of the United States,judicial-conference-of-the-united-states,2017-02015,Judicial Conference Advisory Committee on Federal Rules of Criminal Procedure; Cancellation,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02015,0
2017,2017-01-30,Notice,justice-department,268,DOJ,Antitrust Division,antitrust-division,2017-02016,"Membership Changes under National Cooperative Research and Production Act: Advanced Media Workflow Association, Inc.",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02016,0
2017,2017-01-30,Notice,justice-department,268,DOJ,Antitrust Division,antitrust-division,2017-02019,"Membership Changes under National Cooperative Research and Production Act: fd.io Project, Inc.",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02019,0
2017,2017-01-30,Notice,justice-department,268,DOJ,Antitrust Division,antitrust-division,2017-02020,"Membership Changes under National Cooperative Research and Production Act: R Consortium, Inc.",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02020,0
2017,2017-01-30,Notice,justice-department,268,DOJ,Antitrust Division,antitrust-division,2017-02023,Membership Changes under National Cooperative Research and Production Act: Integrated Photonics Institute for Manufacturing Innovation Operating under Name of American Institute for Manufacturing Integrated Photonics,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02023,0
2017,2017-01-30,Notice,justice-department,268,DOJ,Antitrust Division,antitrust-division,2017-02024,Proposed Final Judgments and Competitive Impact Statements: United States v. Ahmet H. Okumus,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02024,0
2017,2017-01-30,Notice,justice-department,268,DOJ,Antitrust Division,antitrust-division,2017-02025,Proposed Final Judgments and Competitive Impact Statements: United States v. Mitchell P. Rales,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02025,0
2017,2017-01-30,Notice,justice-department,268,DOJ,Antitrust Division,antitrust-division,2017-02026,Proposed Final Judgments and Competitive Impact Statements: United States v. Duke Energy Corp.,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02026,0
2017,2017-01-30,Notice,national-aeronautics-and-space-administration,301,NASA,National Aeronautics and Space Administration,national-aeronautics-and-space-administration,2017-02007,Exclusive Patent Licenses: Cimarron Composites,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02007,0
2017,2017-01-30,Notice,nuclear-regulatory-commission,383,NRC,Nuclear Regulatory Commission,nuclear-regulatory-commission,2017-02017,"Facility Operating and Combined Licenses: Dominion Virginia Power, North Anna Unit 3",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02017,0
2017,2017-01-30,Notice,nuclear-regulatory-commission,383,NRC,Nuclear Regulatory Commission,nuclear-regulatory-commission,2017-02034,Facility Operating and Combined Licenses: Applications and Amendments Involving No Significant Hazards Considerations; Biweekly Notice,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02034,0
2017,2017-01-30,Notice,nuclear-regulatory-commission,383,NRC,Nuclear Regulatory Commission,nuclear-regulatory-commission,2017-02036,License Applications; Amendments: Western Nuclear Inc.; Split Rock Wyoming Site,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02036,0
2017,2017-01-30,Notice,nuclear-regulatory-commission,383,NRC,Nuclear Regulatory Commission,nuclear-regulatory-commission,2017-02053,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Qualifications Investigation Professional, Technical, and Administrative Positions",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02053,0
2017,2017-01-30,Notice,nuclear-regulatory-commission,383,NRC,Nuclear Regulatory Commission,nuclear-regulatory-commission,2017-02054,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Suspicious Activity Reporting Using Protected Web Server",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02054,0
2017,2017-01-30,Notice,nuclear-regulatory-commission,383,NRC,Nuclear Regulatory Commission,nuclear-regulatory-commission,2017-02060,Guidance: Human Factors Engineering,,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02060,0
2017,2017-01-30,Notice,pension-benefit-guaranty-corporation,405,PBGC,Pension Benefit Guaranty Corporation,pension-benefit-guaranty-corporation,2017-02018,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Payment of Premiums; Termination Premium",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02018,0
2017,2017-01-30,Notice,postal-service,410,USPS,Postal Service,postal-service,2017-02256,Meetings; Sunshine Act,,special,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-02256,0
2017,2017-01-30,Notice,securities-and-exchange-commission,466,SEC,Securities and Exchange Commission,securities-and-exchange-commission,2017-01998,"Applications: Causeway ETMF Trust, et al.",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01998,0
2017,2017-01-30,Notice,securities-and-exchange-commission,466,SEC,Securities and Exchange Commission,securities-and-exchange-commission,2017-01999,"Self-Regulatory Organizations; Proposed Rule Changes: Chicago Board Options Exchange, Inc.",,regular,https://www.federalregister.gov/api/v1/public_inspection_documents/2017-01999,0
